000001,平安银行
000002,万科A
000003,PT金田A
000004,国农科技
000005,世纪星源
000006,深振业A
000007,全新好
000008,神州高铁
000009,中国宝安
000010,美丽生态
000011,深物业A
000012,南玻A
000014,沙河股份
000015,PT中浩A
000016,深康佳A
000017,深中华A
000018,神州长城
000019,深深宝A
000020,深华发A
000021,深科技
000022,深赤湾A
000023,深天地A
000024,招商地产
000025,特力A
000026,飞亚达A
000027,深圳能源
000028,国药一致
000029,深深房A
000030,富奥股份
000031,中粮地产
000032,深桑达A
000034,神州数码
000035,中国天楹
000036,华联控股
000038,深大通
000039,中集集团
000040,东旭蓝天
000042,中洲控股
000043,中航地产
000045,深纺织A
000046,泛海控股
000047,ST中侨
000048,康达尔
000049,德赛电池
000050,深天马A
000055,方大集团
000056,皇庭国际
000058,深赛格
000059,华锦股份
000060,中金岭南
000061,农产品
000062,深圳华强
000063,中兴通讯
000065,北方国际
000066,长城电脑
000068,华控赛格
000069,华侨城A
000070,特发信息
000078,海王生物
000088,盐田港
000089,深圳机场
000090,天健集团
000096,广聚能源
000099,中信海直
000100,TCL集团
000150,宜华健康
000151,中成股份
000153,丰原药业
000156,华数传媒
000157,中联重科
000158,常山股份
000159,国际实业
000166,申万宏源
000301,东方市场
000333,美的集团
000338,潍柴动力
000400,许继电气
000401,冀东水泥
000402,金融街
000403,ST生化
000404,华意压缩
000405,ST鑫光
000406,石油大明
000407,胜利股份
000409,山东地矿
000410,沈阳机床
000411,英特集团
000412,ST五环
000413,东旭光电
000415,渤海金控
000416,民生控股
000417,合肥百货
000418,小天鹅A
000419,通程控股
000420,吉林化纤
000421,南京公用
000422,湖北宜化
000423,东阿阿胶
000425,徐工机械
000426,兴业矿业
000428,华天酒店
000429,粤高速A
000430,张家界
000488,晨鸣纸业
000498,山东路桥
000501,鄂武商A
000502,绿景控股
000503,海虹控股
000506,中润资源
000507,珠海港
000508,琼民源A
000509,华塑控股
000510,金路集团
000513,丽珠集团
000514,渝开发
000515,攀渝钛业
000516,国际医学
000517,荣安地产
000518,四环生物
000519,中兵红箭
000520,长航凤凰
000521,美菱电器
000522,白云山A
000523,广州浪奇
000524,岭南控股
000525,红太阳
000526,紫光学大
000527,美的电器
000528,柳工
000529,广弘控股
000530,大冷股份
000531,穗恒运A
000532,力合股份
000533,万家乐
000534,万泽股份
000536,华映科技
000537,广宇发展
000538,云南白药
000539,粤电力A
000540,中天城投
000541,佛山照明
000542,TCL通讯
000543,皖能电力
000544,中原环保
000545,金浦钛业
000546,金圆股份
000547,航天发展
000548,湖南投资
000549,S湘火炬
000550,江铃汽车
000551,创元科技
000552,靖远煤电
000553,沙隆达A
000554,泰山石油
000555,神州信息
000556,PT南洋
000557,西部创业
000558,莱茵体育
000559,万向钱潮
000560,昆百大A
000561,烽火电子
000562,宏源证券
000563,陕国投A
000564,供销大集
000565,渝三峡A
000566,海南海药
000567,海德股份
000568,泸州老窖
000569,长城股份
000570,苏常柴A
000571,新大洲A
000572,海马汽车
000573,粤宏远A
000576,广东甘化
000578,盐湖集团
000581,威孚高科
000582,北部湾港
000583,S*ST托普
000584,友利控股
000585,东北电气
000586,汇源通信
000587,金洲慈航
000588,PT粤金曼
000589,黔轮胎A
000590,启迪古汉
000591,太阳能
000592,平潭发展
000593,大通燃气
000594,国恒退
000595,宝塔实业
000596,古井贡酒
000597,东北制药
000598,兴蓉环境
000599,青岛双星
000600,建投能源
000601,韶能股份
000602,金马集团
000603,盛达矿业
000605,渤海股份
000607,华媒控股
000608,阳光股份
000609,绵石投资
000610,西安旅游
000612,焦作万方
000613,大东海A
000615,京汉股份
000616,海航投资
000617,中油资本
000618,吉林化工
000619,海螺型材
000620,新华联
000623,吉林敖东
000625,长安汽车
000626,远大控股
000627,天茂集团
000628,高新发展
000630,铜陵有色
000631,顺发恒业
000632,三木集团
000635,英力特
000636,风华高科
000637,茂化实华
000638,万方发展
000639,西王食品
000650,仁和药业
000651,格力电器
000652,泰达股份
000653,ST九州
000655,金岭矿业
000656,金科股份
000657,中钨高新
000658,ST海洋
000659,珠海中富
000661,长春高新
000662,天夏智慧
000663,永安林业
000665,湖北广电
000666,经纬纺机
000667,美好置业
000668,荣丰控股
000669,金鸿能源
000671,阳光城
000672,上峰水泥
000673,当代东方
000675,ST银山
000676,智度股份
000677,恒天海龙
000678,襄阳轴承
000679,大连友谊
000680,山推股份
000681,视觉中国
000682,东方电子
000683,远兴能源
000685,中山公用
000686,东北证券
000687,华讯方舟
000688,建新矿业
000689,ST宏业
000690,宝新能源
000691,ST亚太
000692,惠天热电
000693,ST华泽
000695,滨海能源
000697,炼石有色
000698,沈阳化工
000699,S*ST佳纸
000700,模塑科技
000701,厦门信达
000702,正虹科技
000703,恒逸石化
000705,浙江震元
000707,双环科技
000708,大冶特钢
000709,河钢股份
000711,京蓝科技
000712,锦龙股份
000713,丰乐种业
000715,中兴商业
000716,黑芝麻
000718,苏宁环球
000719,大地传媒
000720,新能泰山
000721,西安饮食
000722,湖南发展
000723,美锦能源
000725,京东方A
000726,鲁泰A
000727,华东科技
000728,国元证券
000729,燕京啤酒
000731,四川美丰
000732,泰禾集团
000733,振华科技
000735,罗牛山
000736,中房地产
000737,南风化工
000738,中航动控
000739,普洛药业
000748,长城信息
000750,国海证券
000751,锌业股份
000752,西藏发展
000753,漳州发展
000755,山西三维
000756,新华制药
000757,浩物股份
000758,中色股份
000759,中百集团
000760,斯太尔
000761,本钢板材
000762,西藏矿业
000763,锦州石化
000766,通化金马
000767,漳泽电力
000768,中航飞机
